mid,author,aid,title,created,length,pic,duration,tid,tname,view,danmaku,reply,like,coin,favorite,tag_id,tag_name,use,atten
433351,EdmundDZhang,1473060,【老E】妈妈！我再也不想见到这个游戏了！,1409183188,22:58,//i1.hdslb.com/bfs/archive/cb0b3c831853c0ae452e5cfc5cfd8900e463a617.jpg,1378,17,单机游戏,1424276,47953,1782,786,4346,3860,2550224,i wanna be the guy,192,4
433351,EdmundDZhang,1412647,(??_?`)老E做过最无聊的一个视频,1407970953,22:35,//i0.hdslb.com/bfs/archive/449e09ded6bc9a5304f8b0744055a568b6ba56f5.jpg,1355,171,电子竞技,355502,9417,613,162,907,576,263089,游戏集锦,512428,193700
433351,EdmundDZhang,1412647,(??_?`)老E做过最无聊的一个视频,1407970953,22:35,//i0.hdslb.com/bfs/archive/449e09ded6bc9a5304f8b0744055a568b6ba56f5.jpg,1355,171,电子竞技,355502,9417,613,162,907,576,6603,求生之路2,36996,5920
433351,EdmundDZhang,1412647,(??_?`)老E做过最无聊的一个视频,1407970953,22:35,//i0.hdslb.com/bfs/archive/449e09ded6bc9a5304f8b0744055a568b6ba56f5.jpg,1355,171,电子竞技,355502,9417,613,162,907,576,32936,精神分裂,756,77
433351,EdmundDZhang,1412647,(??_?`)老E做过最无聊的一个视频,1407970953,22:35,//i0.hdslb.com/bfs/archive/449e09ded6bc9a5304f8b0744055a568b6ba56f5.jpg,1355,171,电子竞技,355502,9417,613,162,907,576,7634,求生之路,24164,2752
433351,EdmundDZhang,1412647,(??_?`)老E做过最无聊的一个视频,1407970953,22:35,//i0.hdslb.com/bfs/archive/449e09ded6bc9a5304f8b0744055a568b6ba56f5.jpg,1355,171,电子竞技,355502,9417,613,162,907,576,5297,FPS,123387,2967
433351,EdmundDZhang,1412647,(??_?`)老E做过最无聊的一个视频,1407970953,22:35,//i0.hdslb.com/bfs/archive/449e09ded6bc9a5304f8b0744055a568b6ba56f5.jpg,1355,171,电子竞技,355502,9417,613,162,907,576,2446,迷之高产,1588,57
433351,EdmundDZhang,1412647,(??_?`)老E做过最无聊的一个视频,1407970953,22:35,//i0.hdslb.com/bfs/archive/449e09ded6bc9a5304f8b0744055a568b6ba56f5.jpg,1355,171,电子竞技,355502,9417,613,162,907,576,4942,老E,2550,34543
433351,EdmundDZhang,1412647,(??_?`)老E做过最无聊的一个视频,1407970953,22:35,//i0.hdslb.com/bfs/archive/449e09ded6bc9a5304f8b0744055a568b6ba56f5.jpg,1355,171,电子竞技,355502,9417,613,162,907,576,66500,话痨,1319,20
433351,EdmundDZhang,1412647,(??_?`)老E做过最无聊的一个视频,1407970953,22:35,//i0.hdslb.com/bfs/archive/449e09ded6bc9a5304f8b0744055a568b6ba56f5.jpg,1355,171,电子竞技,355502,9417,613,162,907,576,796048,老E卖萌系列,1,0
433351,EdmundDZhang,4179465,【老E】快跑！屎里有毒！,1458835597,11:42,//i2.hdslb.com/bfs/archive/44d1774ce844e18e3e477ffa27cd6b1c20fd5a3e.jpg,702,17,单机游戏,737166,7981,2005,431,8791,3070,4942,老E,2550,34543
433351,EdmundDZhang,777267,【老E】操作最鬼畜的奥运会游戏！,1380529374,08:02,//i1.hdslb.com/bfs/archive/d42ee88b5deda2bac06e2129ca4a8248673fc7c0.jpg,482,17,单机游戏,860081,15122,397,497,1220,2387,263089,游戏集锦,512428,193700
433351,EdmundDZhang,777267,【老E】操作最鬼畜的奥运会游戏！,1380529374,08:02,//i1.hdslb.com/bfs/archive/d42ee88b5deda2bac06e2129ca4a8248673fc7c0.jpg,482,17,单机游戏,860081,15122,397,497,1220,2387,464183,游戏太猎奇,21,0
433351,EdmundDZhang,777267,【老E】操作最鬼畜的奥运会游戏！,1380529374,08:02,//i1.hdslb.com/bfs/archive/d42ee88b5deda2bac06e2129ca4a8248673fc7c0.jpg,482,17,单机游戏,860081,15122,397,497,1220,2387,5900,高产,7067,212
433351,EdmundDZhang,777267,【老E】操作最鬼畜的奥运会游戏！,1380529374,08:02,//i1.hdslb.com/bfs/archive/d42ee88b5deda2bac06e2129ca4a8248673fc7c0.jpg,482,17,单机游戏,860081,15122,397,497,1220,2387,201920,游戏蒙太奇,116,60
433351,EdmundDZhang,777267,【老E】操作最鬼畜的奥运会游戏！,1380529374,08:02,//i1.hdslb.com/bfs/archive/d42ee88b5deda2bac06e2129ca4a8248673fc7c0.jpg,482,17,单机游戏,860081,15122,397,497,1220,2387,4942,老E,2550,34543
433351,EdmundDZhang,777267,【老E】操作最鬼畜的奥运会游戏！,1380529374,08:02,//i1.hdslb.com/bfs/archive/d42ee88b5deda2bac06e2129ca4a8248673fc7c0.jpg,482,17,单机游戏,860081,15122,397,497,1220,2387,49741,奥运会,4847,19719
433351,EdmundDZhang,777267,【老E】操作最鬼畜的奥运会游戏！,1380529374,08:02,//i1.hdslb.com/bfs/archive/d42ee88b5deda2bac06e2129ca4a8248673fc7c0.jpg,482,17,单机游戏,860081,15122,397,497,1220,2387,68,鬼畜,224296,787179
433351,EdmundDZhang,777267,【老E】操作最鬼畜的奥运会游戏！,1380529374,08:02,//i1.hdslb.com/bfs/archive/d42ee88b5deda2bac06e2129ca4a8248673fc7c0.jpg,482,17,单机游戏,860081,15122,397,497,1220,2387,464180,弹簧奥运会,3,0
433351,EdmundDZhang,777267,【老E】操作最鬼畜的奥运会游戏！,1380529374,08:02,//i1.hdslb.com/bfs/archive/d42ee88b5deda2bac06e2129ca4a8248673fc7c0.jpg,482,17,单机游戏,860081,15122,397,497,1220,2387,464182,拉弹簧,1,0
433351,EdmundDZhang,777267,【老E】操作最鬼畜的奥运会游戏！,1380529374,08:02,//i1.hdslb.com/bfs/archive/d42ee88b5deda2bac06e2129ca4a8248673fc7c0.jpg,482,17,单机游戏,860081,15122,397,497,1220,2387,218730,猎奇♂,11,0
433351,EdmundDZhang,777267,【老E】操作最鬼畜的奥运会游戏！,1380529374,08:02,//i1.hdslb.com/bfs/archive/d42ee88b5deda2bac06e2129ca4a8248673fc7c0.jpg,482,17,单机游戏,860081,15122,397,497,1220,2387,464181,弹簧,358,40
433351,EdmundDZhang,3070999,【老E】你爸爸卖葡萄不穿裤子!%#@^,1445051033,34:09,//i1.hdslb.com/bfs/archive/59207a7b15cb7ee925a00993f1a7fd5cb769242a.jpg,2049,17,单机游戏,1206231,12716,2373,735,8252,2857,389356,ELISSA,92,506
433351,EdmundDZhang,3070999,【老E】你爸爸卖葡萄不穿裤子!%#@^,1445051033,34:09,//i1.hdslb.com/bfs/archive/59207a7b15cb7ee925a00993f1a7fd5cb769242a.jpg,2049,17,单机游戏,1206231,12716,2373,735,8252,2857,4942,老E,2550,34543
433351,EdmundDZhang,3070999,【老E】你爸爸卖葡萄不穿裤子!%#@^,1445051033,34:09,//i1.hdslb.com/bfs/archive/59207a7b15cb7ee925a00993f1a7fd5cb769242a.jpg,2049,17,单机游戏,1206231,12716,2373,735,8252,2857,6603,求生之路2,36996,5920
433351,EdmundDZhang,3070999,【老E】你爸爸卖葡萄不穿裤子!%#@^,1445051033,34:09,//i1.hdslb.com/bfs/archive/59207a7b15cb7ee925a00993f1a7fd5cb769242a.jpg,2049,17,单机游戏,1206231,12716,2373,735,8252,2857,228357,灵魂歌手,62247,65532
433351,EdmundDZhang,1985060,【老E】我有特别的打飞机技巧,1423622162,12:46,//i2.hdslb.com/bfs/archive/047d5b0158089babffb7bbd3d82cf381cc913906.jpg,766,17,单机游戏,1060250,11899,836,296,1280,2083,17683,单机游戏,1236667,456648
433351,EdmundDZhang,1985060,【老E】我有特别的打飞机技巧,1423622162,12:46,//i2.hdslb.com/bfs/archive/047d5b0158089babffb7bbd3d82cf381cc913906.jpg,766,17,单机游戏,1060250,11899,836,296,1280,2083,263089,游戏集锦,512428,193700
433351,EdmundDZhang,1985060,【老E】我有特别的打飞机技巧,1423622162,12:46,//i2.hdslb.com/bfs/archive/047d5b0158089babffb7bbd3d82cf381cc913906.jpg,766,17,单机游戏,1060250,11899,836,296,1280,2083,5781,刺客信条,57013,70746
433351,EdmundDZhang,1985060,【老E】我有特别的打飞机技巧,1423622162,12:46,//i2.hdslb.com/bfs/archive/047d5b0158089babffb7bbd3d82cf381cc913906.jpg,766,17,单机游戏,1060250,11899,836,296,1280,2083,1246,无主之地,3723,492
433351,EdmundDZhang,1985060,【老E】我有特别的打飞机技巧,1423622162,12:46,//i2.hdslb.com/bfs/archive/047d5b0158089babffb7bbd3d82cf381cc913906.jpg,766,17,单机游戏,1060250,11899,836,296,1280,2083,1654,战地,40268,5952
433351,EdmundDZhang,1985060,【老E】我有特别的打飞机技巧,1423622162,12:46,//i2.hdslb.com/bfs/archive/047d5b0158089babffb7bbd3d82cf381cc913906.jpg,766,17,单机游戏,1060250,11899,836,296,1280,2083,987278,ELIVE,3,2
433351,EdmundDZhang,1985060,【老E】我有特别的打飞机技巧,1423622162,12:46,//i2.hdslb.com/bfs/archive/047d5b0158089babffb7bbd3d82cf381cc913906.jpg,766,17,单机游戏,1060250,11899,836,296,1280,2083,4942,老E,2550,34543
433351,EdmundDZhang,1985060,【老E】我有特别的打飞机技巧,1423622162,12:46,//i2.hdslb.com/bfs/archive/047d5b0158089babffb7bbd3d82cf381cc913906.jpg,766,17,单机游戏,1060250,11899,836,296,1280,2083,589,哲学,68011,81857
433351,EdmundDZhang,1985060,【老E】我有特别的打飞机技巧,1423622162,12:46,//i2.hdslb.com/bfs/archive/047d5b0158089babffb7bbd3d82cf381cc913906.jpg,766,17,单机游戏,1060250,11899,836,296,1280,2083,75129,怎样打飞机,3,0
433351,EdmundDZhang,34160693,【老E】这就是你的替身吗！EOEO!,1539945305,12:09,//i1.hdslb.com/bfs/archive/c231377c8ad1225b9823825d209cf5a77abfeb4e.jpg,729,17,单机游戏,1019996,6719,1953,29852,48020,11739,4942,老E,2550,34543
433351,EdmundDZhang,34160693,【老E】这就是你的替身吗！EOEO!,1539945305,12:09,//i1.hdslb.com/bfs/archive/c231377c8ad1225b9823825d209cf5a77abfeb4e.jpg,729,17,单机游戏,1019996,6719,1953,29852,48020,11739,1087,使命召唤,72588,50005
433351,EdmundDZhang,657975,【老E】GBA特辑 0001 - 0007（你小时候玩过多少款GBA游戏？）,1374234305,09:28,//i0.hdslb.com/bfs/archive/97a0107cade0e288577f0e77fe855019d61af561.jpg,568,17,单机游戏,434067,8501,628,464,1367,1109,263089,游戏集锦,512428,193700
433351,EdmundDZhang,657975,【老E】GBA特辑 0001 - 0007（你小时候玩过多少款GBA游戏？）,1374234305,09:28,//i0.hdslb.com/bfs/archive/97a0107cade0e288577f0e77fe855019d61af561.jpg,568,17,单机游戏,434067,8501,628,464,1367,1109,939,洛克人,7846,618
433351,EdmundDZhang,657975,【老E】GBA特辑 0001 - 0007（你小时候玩过多少款GBA游戏？）,1374234305,09:28,//i0.hdslb.com/bfs/archive/97a0107cade0e288577f0e77fe855019d61af561.jpg,568,17,单机游戏,434067,8501,628,464,1367,1109,3450,GBA,5660,371
433351,EdmundDZhang,657975,【老E】GBA特辑 0001 - 0007（你小时候玩过多少款GBA游戏？）,1374234305,09:28,//i0.hdslb.com/bfs/archive/97a0107cade0e288577f0e77fe855019d61af561.jpg,568,17,单机游戏,434067,8501,628,464,1367,1109,190590,EDMUNDDZHANG,46,21
433351,EdmundDZhang,657975,【老E】GBA特辑 0001 - 0007（你小时候玩过多少款GBA游戏？）,1374234305,09:28,//i0.hdslb.com/bfs/archive/97a0107cade0e288577f0e77fe855019d61af561.jpg,568,17,单机游戏,434067,8501,628,464,1367,1109,4942,老E,2550,34543
433351,EdmundDZhang,657975,【老E】GBA特辑 0001 - 0007（你小时候玩过多少款GBA游戏？）,1374234305,09:28,//i0.hdslb.com/bfs/archive/97a0107cade0e288577f0e77fe855019d61af561.jpg,568,17,单机游戏,434067,8501,628,464,1367,1109,3981,恶魔城,7769,900
433351,EdmundDZhang,657975,【老E】GBA特辑 0001 - 0007（你小时候玩过多少款GBA游戏？）,1374234305,09:28,//i0.hdslb.com/bfs/archive/97a0107cade0e288577f0e77fe855019d61af561.jpg,568,17,单机游戏,434067,8501,628,464,1367,1109,192661,游戏回忆录,35,5
433351,EdmundDZhang,657975,【老E】GBA特辑 0001 - 0007（你小时候玩过多少款GBA游戏？）,1374234305,09:28,//i0.hdslb.com/bfs/archive/97a0107cade0e288577f0e77fe855019d61af561.jpg,568,17,单机游戏,434067,8501,628,464,1367,1109,399019,GBA特辑,3,1
433351,EdmundDZhang,657975,【老E】GBA特辑 0001 - 0007（你小时候玩过多少款GBA游戏？）,1374234305,09:28,//i0.hdslb.com/bfs/archive/97a0107cade0e288577f0e77fe855019d61af561.jpg,568,17,单机游戏,434067,8501,628,464,1367,1109,78628,又短又快,97,1
433351,EdmundDZhang,4680711,【老E】这是一款多动症之间的生存格斗游戏！,1463460648,30:21,//i0.hdslb.com/bfs/archive/f99b6d52302ecdf8b87d8b0f7ae06e3a6c5a6406.jpg,1821,17,单机游戏,1435979,22351,2056,1383,24613,14162,4942,老E,2550,34543
433351,EdmundDZhang,4680711,【老E】这是一款多动症之间的生存格斗游戏！,1463460648,30:21,//i0.hdslb.com/bfs/archive/f99b6d52302ecdf8b87d8b0f7ae06e3a6c5a6406.jpg,1821,17,单机游戏,1435979,22351,2056,1383,24613,14162,43110,生存游戏,29522,4034
433351,EdmundDZhang,2589284,【老E】中国牌皇(Dou Di Zhu of King)的崛起,1437179989,47:18,//i0.hdslb.com/bfs/archive/3d6e664100f4494cf807d8973619692f2a942c8b.jpg,2838,173,桌游棋牌,891611,20373,1560,183,1535,1168,1293256,我不在乎他是怎么赢的,1,0
433351,EdmundDZhang,2589284,【老E】中国牌皇(Dou Di Zhu of King)的崛起,1437179989,47:18,//i0.hdslb.com/bfs/archive/3d6e664100f4494cf807d8973619692f2a942c8b.jpg,2838,173,桌游棋牌,891611,20373,1560,183,1535,1168,389356,ELISSA,92,506
433351,EdmundDZhang,2589284,【老E】中国牌皇(Dou Di Zhu of King)的崛起,1437179989,47:18,//i0.hdslb.com/bfs/archive/3d6e664100f4494cf807d8973619692f2a942c8b.jpg,2838,173,桌游棋牌,891611,20373,1560,183,1535,1168,4942,老E,2550,34543
433351,EdmundDZhang,2589284,【老E】中国牌皇(Dou Di Zhu of King)的崛起,1437179989,47:18,//i0.hdslb.com/bfs/archive/3d6e664100f4494cf807d8973619692f2a942c8b.jpg,2838,173,桌游棋牌,891611,20373,1560,183,1535,1168,47896,斗地主,25629,2540
433351,EdmundDZhang,2589284,【老E】中国牌皇(Dou Di Zhu of King)的崛起,1437179989,47:18,//i0.hdslb.com/bfs/archive/3d6e664100f4494cf807d8973619692f2a942c8b.jpg,2838,173,桌游棋牌,891611,20373,1560,183,1535,1168,2443218,标题语法瞩目,1,0
433351,EdmundDZhang,2589284,【老E】中国牌皇(Dou Di Zhu of King)的崛起,1437179989,47:18,//i0.hdslb.com/bfs/archive/3d6e664100f4494cf807d8973619692f2a942c8b.jpg,2838,173,桌游棋牌,891611,20373,1560,183,1535,1168,2529889,开黑吗？我斗地主贼六,1,0
433351,EdmundDZhang,2589284,【老E】中国牌皇(Dou Di Zhu of King)的崛起,1437179989,47:18,//i0.hdslb.com/bfs/archive/3d6e664100f4494cf807d8973619692f2a942c8b.jpg,2838,173,桌游棋牌,891611,20373,1560,183,1535,1168,1323384,裤衩都不剩,1,0
433351,EdmundDZhang,2589284,【老E】中国牌皇(Dou Di Zhu of King)的崛起,1437179989,47:18,//i0.hdslb.com/bfs/archive/3d6e664100f4494cf807d8973619692f2a942c8b.jpg,2838,173,桌游棋牌,891611,20373,1560,183,1535,1168,2526224,王的斗地主,1,0
433351,EdmundDZhang,2589284,【老E】中国牌皇(Dou Di Zhu of King)的崛起,1437179989,47:18,//i0.hdslb.com/bfs/archive/3d6e664100f4494cf807d8973619692f2a942c8b.jpg,2838,173,桌游棋牌,891611,20373,1560,183,1535,1168,1308873,封面好颜艺,3,0
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,263089,游戏集锦,512428,193700
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,2446,迷之高产,1588,57
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,5900,高产,7067,212
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,17683,单机游戏,1236667,456648
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,78177,失忆症,843,83
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,16668,DREAM.E,63,23
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,72003,测评,176563,256423
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,841,恐怖,139397,107960
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,4942,老E,2550,34543
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,453292,游戏AVG,2,0
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,40318,二师兄,436,10
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,453291,机智的老E,1,0
433351,EdmundDZhang,757320,【老E】这游戏里全是猪一样的敌人！,1379041767,06:54,//i2.hdslb.com/bfs/archive/4d7eb5fd816e74bee235e866a7fb9ff8cc3ea00c.jpg,414,17,单机游戏,614789,4740,273,239,544,727,451552,猪猡的机器,49,0
